acapproject	eligible	date	day	month	year	pplid	pplname	latitude	longitude	distid	distname	provid	provname	altitude	population	logpop	logelev	langcode	language	pashto	neighbors	cdcfamilies	cdcprojects	cdcpercapita	killed	wounded	combined	killeddum	woundeddum	property	incidenttype	airstrike	cfmilop	crossfire	milop	sb	ied	accident	eof	indirect	cfindirect	isafinit	isafresp	talibresp	pre7a	preied7a	post7a	postied7a	preisaf7a	diff7a	diffied7a	pre7b	preied7b	post7b	postied7b	diff7b	diffied7b	pre7c	preied7c	post7c	postied7c	diff7c	diffied7c	pre30a	preied30a	post30a	postied30a	preisaf30a	diff30a	diffied30a	pre30b	preied30b	post30b	postied30b	diff30b	diffied30b	pre30c	preied30c	post30c	postied30c	diff30c	diffied30c	pre90a	preied90a	post90a	postied90a	preisaf90a	diff90a	diffied90a	pre90b	preied90b	post90b	postied90b	diff90b	diffied90b	pre90c	preied90c	post90c	postied90c	diff90c	diffied90c	pre180a	preied180a	post180a	postied180a	preisaf180a	diff180a	diffied180a	pre180b	preied180b	post180b	postied180b	diff180b	diffied180b	pre180c	preied180c	post180c	postied180c	diff180c	diffied180c	pre365a	preied365a	post365a	postied365a	preisaf365a	diff365a	diffied365a	pre365b	preied365b	post365b	postied365b	diff365b	diffied365b	pre365c	preied365c	post365c	postied365c	diff365c	diffied365c	pre730a	preied730a	post730a	postied730a	preisaf730a	diff730a	diffied730a	pre730b	preied730b	post730b	postied730b	diff730b	diffied730b	pre730c	preied730c	post730c	postied730c	diff730c	diffied730c	kabul	pakistan	dcdistkm	basedistkm	km3bases	km5bases	km10bases	fightingseason	dateofincident	incidentmonth	incidentday	incidentyear	rightcensor730sigact	rightcensor730immap	rightcensor365immap	dum2011	dum2012	dum2013	qtr42011	qtr12012	qtr22012	qtr32012	qtr42012	qtr12013	qtr22013	qtr32013	valueia	beneficiaries	aidamount	casualties	totalharm	logneighbors	logdisttobase	logdcdistkm	logroadkm	logaidamount	logcdcpercapita	logbeneficiaries	logvalueia	pre7aplacebo	preisaf7aplacebo	preied7aplacebo	post7aplacebo	postied7aplacebo	diff7aplacebo	pre90aplacebo	preisaf90aplacebo	preied90aplacebo	post90aplacebo	postied90aplacebo	diff90aplacebo	pre180aplacebo	preisaf180aplacebo	preied180aplacebo	post180aplacebo	postied180aplacebo	diff180aplacebo	pre365aplacebo	preisaf365aplacebo	preied365aplacebo	post365aplacebo	postied365placebo	diff365aplacebo	pqtr42008	pqtr12009	pqtr22009	pqtr32009	pqtr42009	pqtr12010	pqtr22010	pqtr32010	incidentlocationrc	rc	north	south	southwest	west	kunar	helmand	kandahar	khost	logar	east	pre7aid	preisaf7aid	preied7aid	post7aid	postied7aid	pre90aid	preisaf90aid	preied90aid	post90aid	postied90aid	pre180aid	preisaf180aid	preied180aid	post180aid	postied180aid	pre365aid	preisaf365aid	preied365aid	post365aid	postied365aid	pre7bid	preied7bid	post7bid	postied7bid	pre90bid	preied90bid	post90bid	postied90bid	pre180bid	preied180bid	post180bid	postied180bid	pre365bid	preied365bid	post365bid	postied365bid	pre7cid	preied7cid	post7cid	postied7cid	pre90cid	preied90cid	post90cid	postied90cid	pre180cid	preied180cid	post180cid	postied180cid	pre365cid	preied365cid	post365cid	postied365cid	timesaid	pre7bplacebo	preisaf7bplacebo	preied7bplacebo	post7bplacebo	postied7bplacebo	pre90bplacebo	preisaf90bplacebo3	preied90bplacebo	post90bplacebo	postied90bplacebo	pre180bplacebo	preisaf180bplacebo	preied180bplacebo	post180bplacebo	postied180bplacebo3	pre365bplacebo	preisaf365bplacebo	preied365bplacebo	post365bplacebo	postied365bplacebo	pre7cplacebo	preisaf7cplacebo	preied7cplacebo	post7cplacebo	postied7cplacebo	pre90cplacebo	preisaf90cplacebo	preied90cplacebo	post90cplacebo	postied90cplacebo	pre180cplacebo	preied180cplacebo	pre365cplacebo	preied365cplacebo
107	1	"3/10/13"	10	3	2013	24443	"QALA BIST MANDA KALAY"	31.4775	64.4026	2301	"Lashkar Gah"	23	"Helmand"	788	1267	7.144407	6.669498	2	"Pashto"	1	5	0	0	0.0	0	0	0	0	0	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.813	11442	0	0	0	0	"5/12/12"	5	12	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	356.15	63	22437.45	-4.6051702	0.0	1.6114359	9.345047	2.69618	2.656055	10.018487	-4.6051702	4.1431346	5.875352	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	1	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	1	"3/10/13"	10	3	2013	11152	"HAIDAR ABAD"	31.8912	64.7409	2302	"Nahri Sarraj"	23	"Helmand"	854	598	6.393591	6.749931	2	"Pashto"	1	22	0	0	0.0	0	0	0	0	0	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	4	0	1	0	1	-3	0	0	0	2	0	2	0	0	0	0	0	0	0	5	0	4	0	1	-1	0	1	0	4	1	3	1	1	1	0	0	-1	-1	11	0	5	1	2	-6	1	4	0	5	1	1	1	1	1	0	0	-1	-1	14	0	9	3	7	-5	3	8	2	15	3	7	1	1	1	0	0	-1	-1	34	2	10	3	13	-24	1	11	5	35	5	24	0	3	2	2	2	-1	0	98	9	31	5	24	-67	-4	11	5	0	5	-11	0	3	2	2	2	-1	0	0	0	21.762	2238	1	1	4	0	"7/12/12"	7	12	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	356.15	38	13533.7	-4.6051702	0.0	3.091497	7.713342	3.0806248	4.7243743	9.5129385	-4.6051702	3.637586	5.875352	0	0	0	0	0	0.0	3	1	2	6	2	3.0	5	1	3	15	2	10.0	19	2	8	44	5	25.0	0	0	0	0	0	0	1	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	6	4	0	6	1	15	7	1	9	1	36	10	5	28	4	1	1	0	0	1	1	4	3	1	1	6	3	1	1	21	5	0	0	0	0	0	0	2	1	0	0	2	1	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	1	"9/11/13"	11	9	2013	35412	"REG(KHAN NESHIN)"	30.5517	63.7879	2313	"Reg(Khanshin)"	23	"Helmand"	635	800	6.684612	6.453625	2	"Pashto"	1	13	0	0	0.0	0	5	5	0	1	1	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	6	0	0	-4	-2	2	1	0	0	-2	-1	0	0	0	0	0	0	0	1	0.354	2959	1	1	1	1	"12/3/12"	12	3	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	359.19	48	17241.12	1.6114359	1.7917595	2.5657182	7.99261	-1.0106014	2.9750192	9.755053	-4.6051702	3.871201	5.8838515	0	0	0	0	0	0.0	0	0	0	7	1	7.0	3	0	1	7	1	4.0	3	0	1	7	1	4.0	0	0	1	0	0	0	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	2	0	3	0	0	3	0	5	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	1	"3/10/13"	10	3	2013	33489	"WACHA NAICHA"	32.4332	65.0377	2303	"Kajaki"	23	"Helmand"	1135	166	5.111988	7.034388	2	"Pashto"	1	14	0	0	0.0	2	1	3	1	1	0	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	9	1	3	2	1	-6	1	0	0	0	0	0	0	0	0	0	0	0	0	23	2	8	5	5	-15	3	0	0	0	0	0	0	0	0	1	1	1	1	30	2	35	8	8	5	6	0	0	0	0	0	0	0	0	1	1	1	1	0	0	16.29	15917	0	0	0	0	"1/14/13"	1	14	2013	1	1	0	0	0	1	0	0	0	0	0	1	0	0	356.15	19	6766.85	1.10194	1.0986123	2.6397715	9.675143	2.791165	-4.6051702	8.819793	-4.6051702	2.944439	5.875352	0	0	0	0	0	0.0	0	0	0	2	2	2.0	0	0	0	5	2	5.0	0	0	0	5	2	5.0	0	0	0	0	0	0	1	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	6	1	1	2	1	6	1	1	2	1	23	8	2	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	2	0	0	1	0	4	0	1	3	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0
111	1	"3/10/13"	10	3	2013	35360	"NAW ZAD"	32.4037	64.4661	2306	"Naw Zad"	23	"Helmand"	1209	1350	7.20786	7.097549	2	"Pashto"	1	17	0	0	0.0	0	3	3	0	1	1	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	4	1	0	0	0	-4	-1	0	0	0	0	0	0	0	0	0	0	0	0	12	2	1	0	0	-11	-2	0	0	0	0	0	0	0	0	0	0	0	0	12	2	5	2	0	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	14	6	0	-2	2	0	0	0	0	0	0	0	0	0	0	0	0	31	5	21	10	4	-10	5	0	0	3	2	3	2	0	0	0	0	0	0	53	13	58	16	6	5	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0.49	794	1	1	2	0	"1/27/13"	1	27	2013	1	1	0	0	0	1	0	0	0	0	0	1	0	0	356.15	9	3205.35	1.10194	1.3862944	2.8338015	6.677096	-0.6931472	-4.6051702	8.072579	-4.6051702	2.1972246	5.875352	0	0	0	0	0	0.0	0	16	0	6	1	6.0	16	46	7	11	4	-5.0	47	54	13	20	7	-27.0	0	0	0	0	1	0	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	1	14	3	5	2	2	24	7	20	5	3	33	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	1	"5/11/13"	11	5	2013	20288	"MIR MANDO MIYAN QALA"	31.8735	64.7315	2302	"Nahri Sarraj"	23	"Helmand"	860	654	6.483108	6.756932	2	"Pashto"	1	22	0	0	0.0	0	0	0	0	0	1	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	2	1	1	0	1	1	0	1	0	0	0	0	0	0	40	1	12	3	2	-28	2	6	1	11	2	5	1	0	0	0	0	0	0	65	5	21	3	5	-44	-2	9	1	16	2	7	1	0	0	0	0	0	0	124	15	31	4	11	-93	-11	15	5	33	4	18	-1	1	1	2	2	1	1	222	26	49	4	25	-173	-22	15	5	0	4	-15	-1	1	1	2	2	1	1	0	0	19.885	2045	1	2	4	1	"10/24/12"	10	24	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	348.65	101	35213.65	-4.6051702	0.0	3.091497	7.623158	2.9904685	4.7243743	10.46919	-4.6051702	4.6151204	5.8540688	0	1	0	0	0	0.0	5	2	3	2	2	-3.0	6	2	3	20	5	14.0	26	4	9	62	11	36.0	0	0	0	0	0	1	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	36	1	5	19	2	60	6	13	66	5	111	10	17	85	8	0	0	0	0	3	1	2	0	6	4	8	1	6	4	25	3	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	2	2	0	0	0	0	5	0	0	1	0	6	0	0	2	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
113	1	"9/17/13"	17	9	2013	36790	"BALOCHAN"	31.6839	64.2535	2308	"Nad Ali"	23	"Helmand"	806	0	7.083388	6.692084	2	"Pashto"	1	0	0	0	0.0	0	0	0	0	0	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	14	0	4	0	0	-10	0	1	0	0	0	-1	0	0	0	0	0	0	0	28	0	12	2	0	-16	2	2	0	1	0	-1	0	0	0	0	0	0	0	54	0	20	2	0	-34	2	2	0	1	0	-1	0	0	0	0	0	0	0	56	0	22	2	0	-34	2	2	0	0	0	-2	0	0	0	0	0	0	0	0	0	5.291	4326	0	2	8	1	"5/2/13"	5	2	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	353.28	12	4239.36	-4.6051702	0.0	-4.6051702	8.372401	1.6678954	2.4973292	8.35217	-4.6051702	2.4849067	5.867261	0	0	0	1	0	1.0	33	8	2	10	0	-23.0	34	8	2	37	0	3.0	41	12	2	115	3	74.0	0	0	0	0	0	1	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	4	0	17	0	0	17	0	32	0	0	22	0	34	0	0	33	2	1	0	0	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	1	"6/20/13"	20	6	2013	18206	"LANDI"	32.3062	64.8517	2304	"Musa Qala"	23	"Helmand"	1030	669	6.505784	6.937314	2	"Pashto"	1	11	240	2	200.8417	1	0	1	1	0	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	1	4	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	10	0	1	6	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	16	0	1	10	0	0	0	1	0	1	0	0	0	0	0	0	0	13	0	19	0	2	6	0	0	0	1	0	1	0	0	0	0	0	0	0	47	1	20	0	16	-27	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.59	6848	0	0	3	1	"5/13/13"	5	13	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	347.74	9	3129.66	0.0099503305	0.0	2.398804	8.831714	3.0726933	-4.6051702	8.048683	5.302567	2.1972246	5.851455	0	0	0	0	0	0.0	1	1	0	1	0	0.0	1	1	0	6	1	5.0	1	1	0	10	1	9.0	0	0	1	0	0	0	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	11	0	4	0	0	19	0	12	1	0	22	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
115	1	"9/17/13"	17	9	2013	35312	"LASHKAR GAH"	31.5818	64.3547	2301	"Lashkar Gah"	23	"Helmand"	771	35900	10.48849	6.647688	2	"Pashto"	1	13	0	0	0.0	0	0	0	0	0	1	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	8	3	0	-8	1	1	1	0	0	-1	-1	0	0	0	0	0	0	33	6	14	4	0	-19	-2	1	1	0	0	-1	-1	0	0	0	0	0	0	56	10	24	6	1	-32	-4	1	1	0	0	-1	-1	0	0	0	0	0	0	83	15	78	16	5	-5	1	1	1	0	0	-1	-1	0	0	0	0	0	0	131	28	144	24	6	13	-4	5	4	0	0	-5	-4	0	0	0	0	0	0	0	0	1.05	1227	1	8	8	1	"4/3/13"	4	3	2013	1	1	0	0	0	1	0	0	0	0	0	0	1	0	353.28	15	5299.2	-4.6051702	0.0	2.5657182	7.1123357	0.058268864	2.656055	8.575313	-4.6051702	2.7080503	5.867261	0	0	0	0	0	0.0	1	0	0	2	0	1.0	8	0	1	3	0	-5.0	29	2	3	10	1	-19.0	0	0	0	0	0	1	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1	0	0	0	0	17	2	0	21	4	29	3	4	55	10	61	4	11	79	16	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1
116	1	"6/20/13"	20	6	2013	35353	"NAHR-E-SARAJ"	31.8273	64.588	2302	"Nahri Sarraj"	23	"Helmand"	828	500	6.214608	6.719013	2	"Pashto"	1	43	0	0	0.0	0	1	1	0	1	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	9	2	6	0	0	-3	-2	0	0	3	0	3	0	0	0	0	0	0	0	13	4	22	3	0	9	-1	3	1	5	0	2	-1	0	0	1	0	1	0	28	10	41	12	1	13	2	6	3	10	1	4	-2	0	0	1	0	1	0	62	22	68	15	7	6	-7	8	5	22	5	14	0	0	0	2	1	2	1	107	27	117	24	9	10	-3	14	8	0	5	-14	-3	2	2	2	1	0	-1	0	0	2.814	4597	0	1	7	1	"5/28/13"	5	28	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	357.11	6	2142.66	0.0099503305	0.0	3.7614326	8.433162	1.0381542	4.7243743	7.669808	-4.6051702	1.7917595	5.8780437	0	0	0	0	0	0.0	3	0	3	0	0	-3.0	6	0	5	1	1	-5.0	8	0	6	2	1	-6.0	0	1	0	0	0	0	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	1	1	7	0	4	24	3	22	2	9	48	13	57	8	20	75	17	0	0	0	0	4	2	5	0	6	3	10	1	8	5	22	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	2	1	0	1	0	0	2	0	2	0	0	2	0	2	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	1	"9/11/13"	11	9	2013	36790	"BALOCHAN"	31.6839	64.2535	2308	"Nad Ali"	23	"Helmand"	806	0	7.083388	6.692084	2	"Pashto"	1	0	0	0	0.0	6	0	6	1	0	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	14	0	3	0	0	-11	0	1	0	0	0	-1	0	0	0	0	0	0	0	31	0	12	2	0	-19	2	2	0	1	0	-1	0	0	0	0	0	0	0	54	0	18	2	0	-36	2	2	0	1	0	-1	0	0	0	0	0	0	0	56	0	22	2	0	-34	2	2	0	0	0	-2	0	0	0	0	0	0	0	0	0	5.291	4326	0	2	8	1	"2/8/13"	2	8	2013	1	1	0	0	0	1	0	0	0	0	0	1	0	0	359.19	47	16881.93	1.7934247	1.7917595	-4.6051702	8.372401	1.6678954	2.4973292	9.733999	-4.6051702	3.8501475	5.8838515	1	0	0	1	0	0.0	29	8	0	6	0	-23.0	40	8	2	57	1	17.0	42	8	2	110	3	68.0	0	0	0	0	0	0	1	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	16	0	0	19	0	18	0	0	35	0	19	0	0	45	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
118	1	"8/6/13"	6	8	2013	35349	"MUSA QALEH"	32.4433	64.7444	2304	"Musa Qala"	23	"Helmand"	1014	2682	7.894318	6.921658	2	"Pashto"	1	6	0	0	0.0	0	2	2	0	1	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	19	0	2	-2	-1	0	0	0	0	0	0	0	0	0	0	0	0	72	4	25	3	4	-47	-1	0	0	0	0	0	0	0	0	0	0	0	0	103	5	45	5	4	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	136	10	63	7	8	-73	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	7986	0	0	1	1	"6/17/13"	6	17	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	352.42	16	5638.72	0.6981347	0.6931472	1.7934247	8.985447	-4.074542	-4.6051702	8.637414	-4.6051702	2.7725887	5.864824	0	0	0	0	0	0.0	0	0	0	1	0	1.0	0	0	0	1	0	1.0	0	0	0	4	0	4.0	0	1	0	0	0	0	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2	0	0	0	0	33	4	4	18	0	72	4	4	35	1	94	4	6	46	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	4	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	1	"7/11/13"	11	7	2013	35312	"LASHKAR GAH"	31.5818	64.3547	2301	"Lashkar Gah"	23	"Helmand"	771	35900	10.48849	6.647688	2	"Pashto"	1	13	0	0	0.0	0	0	0	0	0	1	"Insurgent Indirect Fire"	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	2	0	0	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	6	2	0	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	26	5	32	6	1	6	1	0	0	1	1	1	1	0	0	0	0	0	0	44	5	40	8	3	-4	3	0	0	1	1	1	1	0	0	0	0	0	0	72	13	54	10	5	-18	-3	0	0	1	1	1	1	0	0	0	0	0	0	113	29	169	28	6	56	-1	5	3	0	1	-5	-2	0	0	0	0	0	0	0	0	1.05	1227	1	8	8	1	"5/31/13"	5	31	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	345.28	8	2762.24	-4.6051702	0.0	2.5657182	7.1123357	0.058268864	2.656055	7.923801	-4.6051702	2.0794415	5.8443556	1	0	0	0	0	-1.0	12	0	2	3	0	-9.0	24	2	3	5	0	-19.0	27	2	3	8	0	-19.0	0	0	0	1	0	0	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2	1	0	2	1	24	3	2	25	7	31	3	2	50	11	68	5	13	65	14	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
120	1	"7/11/13"	11	7	2013	35576	"DEH ADAM"	31.8294	64.5925	2302	"Nahri Sarraj"	23	"Helmand"	828	500	6.214608	6.719013	2	"Pashto"	1	39	0	0	0.0	0	1	1	0	1	0	"EOF"	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	1	0	0	-2	0	1	0	1	0	0	0	0	0	0	0	0	0	7	0	10	1	0	3	1	2	0	2	0	0	0	0	0	0	0	0	0	16	2	22	5	0	6	3	4	0	4	0	0	0	0	0	0	0	0	0	29	6	45	14	0	16	8	8	3	8	1	0	-2	0	0	0	0	0	0	52	14	67	16	5	15	2	10	5	20	5	10	0	0	0	1	1	1	1	107	22	114	25	10	7	3	14	7	0	5	-14	-2	1	1	1	1	0	0	0	0	3.382	4806	0	2	7	1	"6/25/13"	6	25	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	345.28	9	3107.52	0.0099503305	0.0	3.6638181	8.477622	1.2214197	4.7243743	8.041583	-4.6051702	2.1972246	5.8443556	0	0	0	0	0	0.0	0	0	0	2	1	2.0	6	0	5	3	1	-3.0	7	0	6	5	1	-2.0	0	1	0	0	0	0	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1	0	0	1	0	12	0	3	23	4	25	1	6	41	12	57	7	17	68	15	0	0	0	0	3	1	4	0	6	3	9	1	9	6	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	3	2
